Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,QoE,QoE1,Z1,Z2,Z3,delay,jitter,loss
Z1,0,1,720,9960.0,3.335885,2985.714436,2984.0,1.0,2,5.5e-05,2985.714436,2985.714436,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,0,1,720,8952.0,5.526327,1619.882428,1616.0,1.0,2,5.5e-05,809.941214,809.941214,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,1,1,720,5424.0,1.103816,4913.862455,4912.0,1.0,2,5.5e-05,1637.954152,1637.954152,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,2,1,720,7080.0,1.103569,6415.548099,6416.0,1.0,2,5.5e-05,1603.887025,1603.887025,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,3,1,720,18976.0,1.103715,17192.844167,17200.0,1.0,2,5.5e-05,3438.568833,3438.568833,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,4,1,720,8720.0,1.103551,7901.764395,7904.0,1.0,2,5.5e-05,1580.352879,1580.352879,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,5,1,720,8336.0,1.103573,7553.646202,7552.0,1.0,2,5.5e-05,1510.72924,1510.72924,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,6,1,720,6376.0,1.103434,5778.324757,5776.0,1.0,2,5.5e-05,1155.664951,1155.664951,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z2,7,1,720,6872.0,1.103566,6227.085648,6224.0,1.0,2,5.5e-05,1245.41713,1245.41713,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,0,1,720,7080.0,5.526277,1281.15185,1280.0,1.0,2,5.5e-05,256.23037,256.23037,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,1,1,720,7080.0,1.103827,6414.048578,6416.0,1.0,2,5.5e-05,1282.809716,1282.809716,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,2,1,720,5664.0,1.103835,5131.201674,5128.0,1.0,2,5.5e-05,1026.240335,1026.240335,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,3,1,720,7080.0,1.103566,6415.565539,6416.0,1.0,2,5.5e-05,1283.113108,1283.113108,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,4,1,720,7080.0,1.103568,6415.553912,6416.0,1.0,2,5.5e-05,1283.110782,1283.110782,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,5,1,720,5664.0,1.103831,5131.220268,5128.0,1.0,2,5.5e-05,1026.244054,1026.244054,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,6,1,720,7080.0,1.103836,6413.996282,6416.0,1.0,2,5.5e-05,1282.799256,1282.799256,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,7,1,720,7080.0,1.103719,6414.676199,6416.0,1.0,2,5.5e-05,1282.93524,1282.93524,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,8,1,720,5664.0,1.103673,5131.954845,5128.0,1.0,2,5.5e-05,1026.390969,1026.390969,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,9,1,720,7080.0,1.103569,6415.548099,6416.0,1.0,2,5.5e-05,1283.10962,1283.10962,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,10,1,720,12904.0,1.103843,11690.068243,11696.0,1.0,2,5.5e-05,2338.013649,2338.013649,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,11,1,720,17344.0,1.103837,15712.464793,15720.0,1.0,2,5.5e-05,3142.492959,3142.492959,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,12,1,720,16912.0,1.103696,15323.059973,15328.0,1.0,2,5.5e-05,3064.611995,3064.611995,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,13,1,720,13240.0,1.103571,11997.415662,12000.0,1.0,2,5.5e-05,2399.483132,2399.483132,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,14,1,720,28328.0,1.103704,25666.301835,25680.0,1.0,2,5.5e-05,5133.260367,5133.260367,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,15,1,720,30528.0,1.103702,27659.640012,27672.0,1.0,2,5.5e-05,5531.928002,5531.928002,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
Z3,16,1,720,16360.0,1.103819,14821.270516,14832.0,1.0,2,5.5e-05,2964.254103,2964.254103,44301.8240838,110375.6221369,6364.6458243,132821.9066893,793559.8872202999,500,0,0
