Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,qt_sw,QoE,delay,jitter,loss
Z1,0,1,720,9960.0,3.335885,2985.714436,2984.0,1.0,2,5.5e-05,2985.714436,2985.714436,0.0,2714.5362733,500,0,0
Z2,0,1,720,8952.0,5.526327,1619.882428,1616.0,1.0,2,5.5e-05,809.941214,809.941214,0.0,1348.7042652999999,500,0,0
Z2,1,1,720,5424.0,1.103816,4913.862455,4912.0,1.0,2,5.5e-05,1637.954152,1637.954152,0.0,4642.6842923,500,0,0
Z2,2,1,720,7080.0,1.103569,6415.548099,6416.0,1.0,2,5.5e-05,1603.887025,1603.887025,0.0,6144.3699363,500,0,0
Z2,3,1,720,18976.0,1.103715,17192.844167,17200.0,1.0,2,5.5e-05,3438.568833,3438.568833,0.0,16921.666004299997,500,0,0
Z2,4,1,720,8720.0,1.103551,7901.764395,7904.0,1.0,2,5.5e-05,1580.352879,1580.352879,0.0,7630.5862323,500,0,0
Z2,5,1,720,8336.0,1.103573,7553.646202,7552.0,1.0,2,5.5e-05,1510.72924,1510.72924,0.0,7282.4680393,500,0,0
Z2,6,1,720,6376.0,1.103434,5778.324757,5776.0,1.0,2,5.5e-05,1155.664951,1155.664951,0.0,5507.1465943,500,0,0
Z2,7,1,720,6872.0,1.103566,6227.085648,6224.0,1.0,2,5.5e-05,1245.41713,1245.41713,0.0,5955.9074853,500,0,0
Z3,0,1,720,7080.0,5.526277,1281.15185,1280.0,1.0,2,5.5e-05,256.23037,256.23037,0.0,1009.9736872999999,500,0,0
Z3,1,1,720,7080.0,1.103827,6414.048578,6416.0,1.0,2,5.5e-05,1282.809716,1282.809716,0.0,6142.8704153,500,0,0
Z3,2,1,720,5664.0,1.103835,5131.201674,5128.0,1.0,2,5.5e-05,1026.240335,1026.240335,0.0,4860.0235113,500,0,0
Z3,3,1,720,7080.0,1.103566,6415.565539,6416.0,1.0,2,5.5e-05,1283.113108,1283.113108,0.0,6144.3873763,500,0,0
Z3,4,1,720,7080.0,1.103568,6415.553912,6416.0,1.0,2,5.5e-05,1283.110782,1283.110782,0.0,6144.3757493,500,0,0
Z3,5,1,720,5664.0,1.103831,5131.220268,5128.0,1.0,2,5.5e-05,1026.244054,1026.244054,0.0,4860.0421053,500,0,0
Z3,6,1,720,7080.0,1.103836,6413.996282,6416.0,1.0,2,5.5e-05,1282.799256,1282.799256,0.0,6142.8181193,500,0,0
Z3,7,1,720,7080.0,1.103719,6414.676199,6416.0,1.0,2,5.5e-05,1282.93524,1282.93524,0.0,6143.4980363,500,0,0
Z3,8,1,720,5664.0,1.103673,5131.954845,5128.0,1.0,2,5.5e-05,1026.390969,1026.390969,0.0,4860.7766823,500,0,0
Z3,9,1,720,7080.0,1.103569,6415.548099,6416.0,1.0,2,5.5e-05,1283.10962,1283.10962,0.0,6144.3699363,500,0,0
Z3,10,1,720,12904.0,1.103843,11690.068243,11696.0,1.0,2,5.5e-05,2338.013649,2338.013649,0.0,11418.8900803,500,0,0
Z3,11,1,720,17344.0,1.103837,15712.464793,15720.0,1.0,2,5.5e-05,3142.492959,3142.492959,0.0,15441.2866303,500,0,0
Z3,12,1,720,16912.0,1.103696,15323.059973,15328.0,1.0,2,5.5e-05,3064.611995,3064.611995,0.0,15051.8818103,500,0,0
Z3,13,1,720,13240.0,1.103571,11997.415662,12000.0,1.0,2,5.5e-05,2399.483132,2399.483132,0.0,11726.2374993,500,0,0
Z3,14,1,720,28328.0,1.103704,25666.301835,25680.0,1.0,2,5.5e-05,5133.260367,5133.260367,0.0,25395.1236723,500,0,0
Z3,15,1,720,30528.0,1.103702,27659.640012,27672.0,1.0,2,5.5e-05,5531.928002,5531.928002,0.0,27388.461849299998,500,0,0
Z3,16,1,720,16360.0,1.103819,14821.270516,14832.0,1.0,2,5.5e-05,2964.254103,2964.254103,0.0,14550.0923533,500,0,0
Z3,17,1,720,33216.0,1.10371,30094.861875,30112.0,1.0,2,5.5e-05,6018.972375,6018.972375,0.0,29823.683712299997,500,0,0
Z3,18,1,720,28000.0,1.103827,25366.293812,25384.0,1.0,2,5.5e-05,5073.258762,5073.258762,0.0,25095.115649299998,500,0,0
Z3,19,1,720,15744.0,1.103821,14263.182164,14272.0,1.0,2,5.5e-05,2852.636433,2852.636433,0.0,13992.0040013,500,0,0
Z3,20,1,720,16024.0,1.103836,14516.649212,14520.0,1.0,2,5.5e-05,2903.329842,2903.329842,0.0,14245.4710493,500,0,0
Z3,21,1,720,11576.0,1.103827,10487.150613,10488.0,1.0,2,5.5e-05,2097.430123,2097.430123,0.0,10215.9724503,500,0,0
Z3,22,1,720,10816.0,1.103841,9798.512648,9800.0,1.0,2,5.5e-05,1959.70253,1959.70253,0.0,9527.3344853,500,0,0
Z3,23,1,720,13224.0,1.103694,11981.581851,11984.0,1.0,2,5.5e-05,2396.31637,2396.31637,0.0,11710.4036883,500,0,0
Z3,24,1,720,17528.0,1.103826,15879.314312,15888.0,1.0,2,5.5e-05,3175.862862,3175.862862,0.0,15608.1361493,500,0,0
Z3,25,1,720,23824.0,1.103836,21582.916303,21592.0,1.0,2,5.5e-05,4316.583261,4316.583261,0.0,21311.7381403,500,0,0
Z3,26,1,720,11024.0,1.103825,9987.090345,9992.0,1.0,2,5.5e-05,1997.418069,1997.418069,0.0,9715.9121823,500,0,0
Z3,27,1,720,15112.0,1.103697,13692.163701,13696.0,1.0,2,5.5e-05,2738.43274,2738.43274,0.0,13420.9855383,500,0,0
Z3,28,1,720,24552.0,1.103837,22242.414414,22256.0,1.0,2,5.5e-05,4448.482883,4448.482883,0.0,21971.2362513,500,0,0
Z3,29,1,720,10824.0,1.103693,9807.074975,9808.0,1.0,2,5.5e-05,1961.414995,1961.414995,0.0,9535.8968123,500,0,0
Z3,30,1,720,6872.0,1.103672,6226.48758,6224.0,1.0,2,5.5e-05,1245.297516,1245.297516,0.0,5955.3094173,500,0,0
Z3,31,1,720,6872.0,1.103835,6225.568133,6224.0,1.0,2,5.5e-05,1245.113627,1245.113627,0.0,5954.3899703,500,0,0
Z3,32,1,720,6376.0,1.103824,5776.283176,5776.0,1.0,2,5.5e-05,1155.256635,1155.256635,0.0,5505.1050133,500,0,0
Z3,33,1,720,6872.0,1.103703,6226.312695,6224.0,1.0,2,5.5e-05,1245.262539,1245.262539,0.0,5955.1345323,500,0,0
Z3,34,1,720,6872.0,1.103698,6226.340901,6224.0,1.0,2,5.5e-05,1245.26818,1245.26818,0.0,5955.1627383,500,0,0
Z3,35,1,720,6376.0,1.10383,5776.251778,5776.0,1.0,2,5.5e-05,1155.250356,1155.250356,0.0,5505.0736153,500,0,0
Z3,36,1,720,6872.0,1.103702,6226.318336,6224.0,1.0,2,5.5e-05,1245.263667,1245.263667,0.0,5955.1401733,500,0,0
Z3,37,1,720,6872.0,1.103175,6229.292723,6224.0,1.0,2,5.5e-05,1245.858545,1245.858545,0.0,5958.1145602999995,500,0,0
Z3,38,1,720,6376.0,1.103699,5776.937372,5776.0,1.0,2,5.5e-05,1155.387474,1155.387474,0.0,5505.7592093,500,0,0
Z1,0,2,720,12128.0,3.32264,3650.109551,3648.0,1.0,2,64.064689,1885.409385,1885.409385,0.0,3378.9313883,500,0,0
Z2,0,2,720,7080.0,3.320806,2132.012529,2128.0,1.0,2,64.064689,1581.78998,1581.78998,0.0,1860.8343663,500,0,0
Z2,1,2,720,5664.0,1.103815,5131.294646,5128.0,1.0,2,64.064689,2181.646404,2181.646404,0.0,4860.1164833,500,0,0
Z2,2,2,720,7080.0,1.103706,6414.751755,6416.0,1.0,2,64.064689,2438.337825,2438.337825,0.0,6143.5735923,500,0,0
Z2,3,2,720,16880.0,1.103843,15292.029754,15296.0,1.0,2,64.064689,4213.793425,4213.793425,0.0,15020.8515913,500,0,0
Z2,4,2,720,15344.0,1.103698,13902.353724,13904.0,1.0,2,64.064689,3935.858219,3935.858219,0.0,13631.1755613,500,0,0
Z2,5,2,720,17320.0,1.103698,15692.698546,15696.0,1.0,2,64.064689,4293.927184,4293.927184,0.0,15421.5203833,500,0,0
Z2,6,2,720,10632.0,1.103698,9633.069916,9632.0,1.0,2,64.064689,3082.001457,3082.001457,0.0,9361.8917533,500,0,0
Z2,7,2,720,8048.0,1.103688,7291.915831,7296.0,1.0,2,64.064689,2613.770641,2613.770641,0.0,7020.7376683,500,0,0
Z3,0,2,720,6624.0,5.525149,1198.881695,1192.0,1.0,2,64.064689,1395.163813,1395.163813,0.0,927.7035323,500,0,0
Z3,1,2,720,5424.0,1.103452,4915.48341,4912.0,1.0,2,64.064689,2138.484156,2138.484156,0.0,4644.3052473,500,0,0
Z3,2,2,720,7080.0,1.103818,6414.100875,6416.0,1.0,2,64.064689,2438.207649,2438.207649,0.0,6142.9227123,500,0,0
Z3,3,2,720,7080.0,1.103826,6414.054389,6416.0,1.0,2,64.064689,2438.198352,2438.198352,0.0,6142.8762263,500,0,0
Z3,4,2,720,5664.0,1.10383,5131.224917,5128.0,1.0,2,64.064689,2181.632458,2181.632458,0.0,4860.0467542999995,500,0,0
Z3,5,2,720,7080.0,1.10384,6413.97304,6416.0,1.0,2,64.064689,2438.182082,2438.182082,0.0,6142.7948773,500,0,0
Z3,6,2,720,7080.0,1.103826,6414.054389,6416.0,1.0,2,64.064689,2438.198352,2438.198352,0.0,6142.8762263,500,0,0
Z3,7,2,720,5664.0,1.103439,5133.04315,5128.0,1.0,2,64.064689,2181.996104,2181.996104,0.0,4861.8649873,500,0,0
Z3,8,2,720,7080.0,1.10383,6414.031146,6416.0,1.0,2,64.064689,2438.193704,2438.193704,0.0,6142.8529833,500,0,0
Z3,9,2,720,7080.0,1.103698,6414.798251,6416.0,1.0,2,64.064689,2438.347124,2438.347124,0.0,6143.6200883,500,0,0
Z3,10,2,720,12648.0,1.103583,11460.850702,11464.0,1.0,2,64.064689,3447.557615,3447.557615,0.0,11189.6725393,500,0,0
Z3,11,2,720,17112.0,1.103708,15504.100722,15512.0,1.0,2,64.064689,4256.207619,4256.207619,0.0,15232.9225593,500,0,0
Z3,12,2,720,15320.0,1.103689,13880.721834,13888.0,1.0,2,64.064689,3931.531841,3931.531841,0.0,13609.5436713,500,0,0
Z3,13,2,720,10704.0,1.10383,9697.145394,9704.0,1.0,2,64.064689,3094.816553,3094.816553,0.0,9425.9672313,500,0,0
Z3,14,2,720,18776.0,1.103438,17015.908461,17016.0,1.0,2,64.064689,4558.569166,4558.569166,0.0,16744.7302983,500,0,0
Z3,15,2,720,21848.0,1.103837,19792.777376,19800.0,1.0,2,64.064689,5113.942949,5113.942949,0.0,19521.5992133,500,0,0
Z3,16,2,720,12752.0,1.103823,11552.576817,11560.0,1.0,2,64.064689,3465.902838,3465.902838,0.0,11281.3986543,500,0,0
Z3,17,2,720,21856.0,1.10384,19799.97101,19808.0,1.0,2,64.064689,5115.381676,5115.381676,0.0,19528.792847300003,500,0,0
Z3,18,2,720,18392.0,1.103827,16662.031278,16672.0,1.0,2,64.064689,4487.79373,4487.79373,0.0,16390.853115299997,500,0,0
Z3,19,2,720,9160.0,1.103028,8304.412943,8304.0,1.0,2,64.064689,2816.270063,2816.270063,0.0,8033.234780299999,500,0,0
Z3,20,2,720,11592.0,1.103858,10501.350717,10504.0,1.0,2,64.064689,3255.657618,3255.657618,0.0,10230.1725543,500,0,0
Z3,21,2,720,9952.0,1.103688,9017.041048,9016.0,1.0,2,64.064689,2958.795684,2958.795684,0.0,8745.8628853,500,0,0
Z3,22,2,720,11064.0,1.103694,10024.517665,10024.0,1.0,2,64.064689,3160.291007,3160.291007,0.0,9753.3395023,500,0,0
Z3,23,2,720,14728.0,1.103702,13344.181672,13352.0,1.0,2,64.064689,3824.223809,3824.223809,0.0,13073.0035093,500,0,0
Z3,24,2,720,16264.0,1.103704,14735.83497,14744.0,1.0,2,64.064689,4102.554468,4102.554468,0.0,14464.6568073,500,0,0
Z3,25,2,720,9504.0,1.103823,8610.076072,8616.0,1.0,2,64.064689,2877.402689,2877.402689,0.0,8338.8979093,500,0,0
Z3,26,2,720,12688.0,1.103705,11495.825424,11496.0,1.0,2,64.064689,3454.552559,3454.552559,0.0,11224.6472613,500,0,0
Z3,27,2,720,9320.0,1.103278,8447.553563,8448.0,1.0,2,64.064689,2844.898187,2844.898187,0.0,8176.3754002999995,500,0,0
Z3,28,2,720,6376.0,1.103578,5777.570774,5776.0,1.0,2,64.064689,2310.901629,2310.901629,0.0,5506.3926113,500,0,0
Z3,29,2,720,6872.0,1.1037,6226.329619,6224.0,1.0,2,64.064689,2400.653398,2400.653398,0.0,5955.1514563,500,0,0
Z3,30,2,720,6872.0,1.103587,6226.967153,6224.0,1.0,2,64.064689,2400.780905,2400.780905,0.0,5955.7889903,500,0,0
Z3,31,2,720,6376.0,1.103559,5777.670247,5776.0,1.0,2,64.064689,2310.921524,2310.921524,0.0,5506.4920843,500,0,0
Z3,32,2,720,6872.0,1.103568,6227.074362,6224.0,1.0,2,64.064689,2400.802347,2400.802347,0.0,5955.8961993,500,0,0
Z3,33,2,720,6872.0,1.103563,6227.102576,6224.0,1.0,2,64.064689,2400.807989,2400.807989,0.0,5955.9244133,500,0,0
Z3,34,2,720,6376.0,1.103692,5776.974011,5776.0,1.0,2,64.064689,2310.782276,2310.782276,0.0,5505.7958483,500,0,0
Z3,35,2,720,6872.0,1.103695,6226.357825,6224.0,1.0,2,64.064689,2400.659039,2400.659039,0.0,5955.1796623,500,0,0
Z3,36,2,720,6872.0,1.103699,6226.33526,6224.0,1.0,2,64.064689,2400.654526,2400.654526,0.0,5955.1570973,500,0,0
Z3,37,2,720,6376.0,1.1037,5776.932137,5776.0,1.0,2,64.064689,2310.773902,2310.773902,0.0,5505.7539743,500,0,0
Z3,38,2,720,6872.0,1.103565,6227.09129,6224.0,1.0,2,64.064689,2400.805732,2400.805732,0.0,5955.9131273,500,0,0
