til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
1,0,10,8,0,80,39,0,390,1677440.430991,9342241.743493,9701866.23594,1,1,1,1.090381,5.5e-05,259551467.65796268,593549801.8370457
