Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,qt_sw,QoE,delay,jitter,loss
Z1,0,1,720,9960.0,10.526136,946.216161,944.0,1.0,2,5.5e-05,946.216161,946.216161,0.0,407.63303830000007,1000,0,0
Z2,0,1,720,8952.0,10.523509,850.666826,848.0,1.0,2,5.5e-05,425.333413,425.333413,0.0,312.0837033,1000,0,0
Z2,1,1,720,5424.0,2.103613,2578.421031,2576.0,1.0,2,5.5e-05,859.473677,859.473677,0.0,2039.8379083,1000,0,0
Z2,2,1,720,7080.0,2.103762,3365.399698,3360.0,1.0,2,5.5e-05,841.349925,841.349925,0.0,2826.8165753000003,1000,0,0
Z2,3,1,720,18976.0,2.103905,9019.418652,9016.0,1.0,2,5.5e-05,1803.88373,1803.88373,0.0,8480.8355293,1000,0,0
Z2,4,1,720,8720.0,2.10361,4145.255062,4144.0,1.0,2,5.5e-05,829.051012,829.051012,0.0,3606.6719393000003,1000,0,0
Z2,5,1,720,8336.0,2.103632,3962.670277,3960.0,1.0,2,5.5e-05,792.534055,792.534055,0.0,3424.0871543000003,1000,0,0
Z2,6,1,720,6376.0,2.103757,3030.768287,3024.0,1.0,2,5.5e-05,606.153657,606.153657,0.0,2492.1851643,1000,0,0
Z2,7,1,720,6872.0,2.103759,3266.533857,3264.0,1.0,2,5.5e-05,653.306771,653.306771,0.0,2727.9507343,1000,0,0
Z3,0,1,720,7080.0,10.526173,672.609124,672.0,1.0,2,5.5e-05,134.521825,134.521825,0.0,134.0260013,1000,0,0
Z3,1,1,720,7080.0,2.10376,3365.402898,3360.0,1.0,2,5.5e-05,673.08058,673.08058,0.0,2826.8197753,1000,0,0
Z3,2,1,720,5664.0,2.103628,2692.491258,2688.0,1.0,2,5.5e-05,538.498252,538.498252,0.0,2153.9081353,1000,0,0
Z3,3,1,720,7080.0,2.103755,3365.410896,3360.0,1.0,2,5.5e-05,673.082179,673.082179,0.0,2826.8277733,1000,0,0
Z3,4,1,720,7080.0,2.103761,3365.401298,3360.0,1.0,2,5.5e-05,673.08026,673.08026,0.0,2826.8181753000003,1000,0,0
Z3,5,1,720,5664.0,2.103626,2692.493818,2688.0,1.0,2,5.5e-05,538.498764,538.498764,0.0,2153.9106953,1000,0,0
Z3,6,1,720,7080.0,2.102944,3366.708766,3368.0,1.0,2,5.5e-05,673.341753,673.341753,0.0,2828.1256433000003,1000,0,0
Z3,7,1,720,7080.0,2.103661,3365.561276,3360.0,1.0,2,5.5e-05,673.112255,673.112255,0.0,2826.9781533,1000,0,0
Z3,8,1,720,5664.0,2.103624,2692.496378,2688.0,1.0,2,5.5e-05,538.499276,538.499276,0.0,2153.9132553,1000,0,0
Z3,9,1,720,7080.0,2.103759,3365.404497,3360.0,1.0,2,5.5e-05,673.080899,673.080899,0.0,2826.8213743,1000,0,0
Z3,10,1,720,12904.0,2.103903,6133.362612,6128.0,1.0,2,5.5e-05,1226.672522,1226.672522,0.0,5594.7794893,1000,0,0
Z3,11,1,720,17344.0,2.103892,8243.769167,8240.0,1.0,2,5.5e-05,1648.753833,1648.753833,0.0,7705.1860443000005,1000,0,0
