til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
2,0,0,16,0,0,78,0,0,19901.867666,42983.433908,54499.07797,0,0,0,10.233688,5.5e-05,234139.09239499996,590458.4063115001
