Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z1, 0, 1, 720, 9960.000000, 3.022962, 3294.781741, 3288.000000, 1.000000, 2, 0.000055, 3294.781741, 3294.781741
Z2, 0, 1, 720, 8952.000000, 3.022469, 2961.816978, 2960.000000, 1.000000, 2, 0.000055, 1480.908489, 1480.908489
Z2, 1, 1, 720, 5424.000000, 1.003671, 5404.161324, 5400.000000, 1.000000, 2, 0.000055, 1801.387108, 1801.387108
Z2, 2, 1, 720, 7080.000000, 1.003574, 7054.786194, 7056.000000, 1.000000, 2, 0.000055, 1763.696549, 1763.696549
Z2, 3, 1, 720, 18976.000000, 1.003723, 18905.614398, 18912.000000, 1.000000, 2, 0.000055, 3781.122880, 3781.122880
Z2, 4, 1, 720, 8720.000000, 1.003662, 8688.183871, 8688.000000, 1.000000, 2, 0.000055, 1737.636774, 1737.636774
Z2, 5, 1, 720, 8336.000000, 1.003699, 8305.278774, 8304.000000, 1.000000, 2, 0.000055, 1661.055755, 1661.055755
Z2, 6, 1, 720, 6376.000000, 1.003683, 6352.603362, 6352.000000, 1.000000, 2, 0.000055, 1270.520672, 1270.520672
Z2, 7, 1, 720, 6872.000000, 1.003696, 6846.694617, 6848.000000, 1.000000, 2, 0.000055, 1369.338923, 1369.338923
Z3, 0, 1, 720, 7080.000000, 3.022588, 2342.363564, 2336.000000, 1.000000, 2, 0.000055, 468.472713, 468.472713
Z3, 1, 1, 720, 7080.000000, 1.003552, 7054.940850, 7056.000000, 1.000000, 2, 0.000055, 1410.988170, 1410.988170
Z3, 2, 1, 720, 5664.000000, 1.003321, 5645.252118, 5640.000000, 1.000000, 2, 0.000055, 1129.050424, 1129.050424
Z3, 3, 1, 720, 7080.000000, 1.003673, 7054.090326, 7056.000000, 1.000000, 2, 0.000055, 1410.818065, 1410.818065
Z3, 4, 1, 720, 7080.000000, 1.003559, 7054.891641, 7056.000000, 1.000000, 2, 0.000055, 1410.978328, 1410.978328
Z3, 5, 1, 720, 5664.000000, 1.003688, 5643.187923, 5640.000000, 1.000000, 2, 0.000055, 1128.637585, 1128.637585
Z3, 6, 1, 720, 7080.000000, 1.003566, 7054.842432, 7056.000000, 1.000000, 2, 0.000055, 1410.968486, 1410.968486
Z3, 7, 1, 720, 7080.000000, 1.003697, 7053.921652, 7056.000000, 1.000000, 2, 0.000055, 1410.784330, 1410.784330
Z3, 8, 1, 720, 5664.000000, 1.003689, 5643.182300, 5640.000000, 1.000000, 2, 0.000055, 1128.636460, 1128.636460
Z3, 9, 1, 720, 7080.000000, 1.003564, 7054.856491, 7056.000000, 1.000000, 2, 0.000055, 1410.971298, 1410.971298
Z3, 10, 1, 720, 12904.000000, 1.003708, 12856.328733, 12864.000000, 1.000000, 2, 0.000055, 2571.265747, 2571.265747
Z3, 11, 1, 720, 17344.000000, 1.003178, 17289.055382, 17288.000000, 1.000000, 2, 0.000055, 3457.811076, 3457.811076
Z3, 12, 1, 720, 16912.000000, 1.003686, 16849.891301, 16856.000000, 1.000000, 2, 0.000055, 3369.978260, 3369.978260
Z3, 13, 1, 720, 13240.000000, 1.003042, 13199.846068, 13200.000000, 1.000000, 2, 0.000055, 2639.969214, 2639.969214
Z3, 14, 1, 720, 28328.000000, 1.003568, 28227.285047, 28240.000000, 1.000000, 2, 0.000055, 5645.457009, 5645.457009
Z3, 15, 1, 720, 30528.000000, 1.003560, 30419.705847, 30432.000000, 1.000000, 2, 0.000055, 6083.941169, 6083.941169
Z3, 16, 1, 720, 16360.000000, 1.003160, 16308.465250, 16304.000000, 1.000000, 2, 0.000055, 3261.693050, 3261.693050
Z3, 17, 1, 720, 33216.000000, 1.003711, 33093.191168, 33112.000000, 1.000000, 2, 0.000055, 6618.638234, 6618.638234
Z3, 18, 1, 720, 28000.000000, 1.003688, 27897.115438, 27912.000000, 1.000000, 2, 0.000055, 5579.423088, 5579.423088
Z3, 19, 1, 720, 15744.000000, 1.003692, 15686.086967, 15696.000000, 1.000000, 2, 0.000055, 3137.217393, 3137.217393
Z3, 20, 1, 720, 16024.000000, 1.003560, 15967.156921, 15976.000000, 1.000000, 2, 0.000055, 3193.431384, 3193.431384
Z3, 21, 1, 720, 11576.000000, 1.003692, 11533.418618, 11536.000000, 1.000000, 2, 0.000055, 2306.683724, 2306.683724
Z3, 22, 1, 720, 10816.000000, 1.003565, 10777.577935, 10776.000000, 1.000000, 2, 0.000055, 2155.515587, 2155.515587
Z3, 23, 1, 720, 13224.000000, 1.003560, 13177.089561, 13184.000000, 1.000000, 2, 0.000055, 2635.417912, 2635.417912
Z3, 24, 1, 720, 17528.000000, 1.003167, 17472.664073, 17472.000000, 1.000000, 2, 0.000055, 3494.532815, 3494.532815
Z3, 25, 1, 720, 23824.000000, 1.003824, 23733.244075, 23752.000000, 1.000000, 2, 0.000055, 4746.648815, 4746.648815
Z3, 26, 1, 720, 11024.000000, 1.003692, 10983.449106, 10984.000000, 1.000000, 2, 0.000055, 2196.689821, 2196.689821
Z3, 27, 1, 720, 15112.000000, 1.003698, 15056.321722, 15064.000000, 1.000000, 2, 0.000055, 3011.264344, 3011.264344
Z3, 28, 1, 720, 24552.000000, 1.003695, 24461.614335, 24472.000000, 1.000000, 2, 0.000055, 4892.322867, 4892.322867
Z3, 29, 1, 720, 10824.000000, 1.003691, 10784.195534, 10784.000000, 1.000000, 2, 0.000055, 2156.839107, 2156.839107
Z3, 30, 1, 720, 6872.000000, 1.003678, 6846.817406, 6848.000000, 1.000000, 2, 0.000055, 1369.363481, 1369.363481
Z3, 31, 1, 720, 6872.000000, 1.003700, 6846.667331, 6848.000000, 1.000000, 2, 0.000055, 1369.333466, 1369.333466
Z3, 32, 1, 720, 6376.000000, 1.003683, 6352.603362, 6352.000000, 1.000000, 2, 0.000055, 1270.520672, 1270.520672
Z3, 33, 1, 720, 6872.000000, 1.003562, 6847.608817, 6848.000000, 1.000000, 2, 0.000055, 1369.521763, 1369.521763
Z3, 34, 1, 720, 6872.000000, 1.003563, 6847.601994, 6848.000000, 1.000000, 2, 0.000055, 1369.520399, 1369.520399
Z3, 35, 1, 720, 6376.000000, 1.003695, 6352.527411, 6352.000000, 1.000000, 2, 0.000055, 1270.505482, 1270.505482
Z3, 36, 1, 720, 6872.000000, 1.003566, 6847.581524, 6848.000000, 1.000000, 2, 0.000055, 1369.516305, 1369.516305
Z3, 37, 1, 720, 6872.000000, 1.003557, 6847.642934, 6848.000000, 1.000000, 2, 0.000055, 1369.528587, 1369.528587
