Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,QoE,QoE1,Z1,Z2,Z3,delay,jitter,loss
Z1,0,1, 720,9960.0,0.17138,58116.466332,58240.0,1.0,2,6e-05,58116.466332,58116.466332,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,0,1, 720,8952.0,0.173613,51562.958995,51744.0,1.0,2,6e-05,25781.479498,25781.479498,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,1,1, 720,5424.0,0.050921,106517.939553,108480.0,1.0,2,6e-05,35505.979851,35505.979851,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,2,1, 720,7080.0,0.050925,139027.982327,141600.0,1.0,2,6e-05,34756.995582,34756.995582,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,3,1, 720,18976.0,0.051013,371983.61202,372072.0,1.0,2,6e-05,74396.722404,74396.722404,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,4,1, 720,8720.0,0.051006,170960.279183,170976.0,1.0,2,6e-05,34192.055837,34192.055837,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,5,1, 720,8336.0,0.05096,163579.277865,166720.0,1.0,2,6e-05,32715.855573,32715.855573,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,6,1, 720,6376.0,0.050852,125383.465744,127520.0,1.0,2,6e-05,25076.693149,25076.693149,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z2,7,1, 720,6872.0,0.050981,134795.315902,137440.0,1.0,2,6e-05,26959.06318,26959.06318,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,0,1, 720,7080.0,0.171617,41254.654259,41400.0,1.0,2,6e-05,8250.930852,8250.930852,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,1,1, 720,7080.0,0.050988,138856.201459,141600.0,1.0,2,6e-05,27771.240292,27771.240292,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,2,1, 720,5664.0,0.050947,111174.357666,113280.0,1.0,2,6e-05,22234.871533,22234.871533,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,3,1, 720,7080.0,0.050944,138976.130653,141600.0,1.0,2,6e-05,27795.226131,27795.226131,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,4,1, 720,7080.0,0.050915,139055.288225,141600.0,1.0,2,6e-05,27811.057645,27811.057645,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,5,1, 720,5664.0,0.050897,111283.572706,113280.0,1.0,2,6e-05,22256.714541,22256.714541,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,6,1, 720,7080.0,0.051615,137169.427492,138816.0,1.0,2,6e-05,27433.885498,27433.885498,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,7,1, 720,7080.0,0.050874,139167.354641,141600.0,1.0,2,6e-05,27833.470928,27833.470928,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,8,1, 720,5664.0,0.050897,111283.572706,113280.0,1.0,2,6e-05,22256.714541,22256.714541,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,9,1, 720,7080.0,0.050851,139230.300289,141600.0,1.0,2,6e-05,27846.060058,27846.060058,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,10,1, 720,12904.0,0.050929,253372.341888,258080.0,1.0,2,6e-05,50674.468378,50674.468378,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,11,1, 720,17344.0,0.050961,340338.690371,346880.0,1.0,2,6e-05,68067.738074,68067.738074,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,12,1, 720,16912.0,0.050982,331724.922522,338240.0,1.0,2,6e-05,66344.984504,66344.984504,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,13,1, 720,13240.0,0.051088,259160.663952,259600.0,1.0,2,6e-05,51832.13279,51832.13279,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,14,1, 720,28328.0,0.050996,555494.548592,566560.0,1.0,2,6e-05,111098.909718,111098.909718,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,15,1, 720,30528.0,0.051087,597568.853133,598584.0,1.0,2,6e-05,119513.770627,119513.770627,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,16,1, 720,16360.0,0.050971,320966.824273,327200.0,1.0,2,6e-05,64193.364855,64193.364855,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,17,1, 720,33216.0,0.05111,649892.388965,651288.0,1.0,2,6e-05,129978.477793,129978.477793,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,18,1, 720,28000.0,0.051142,547495.209417,549016.0,1.0,2,6e-05,109499.041883,109499.041883,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,19,1, 720,15744.0,0.051052,308391.444018,308704.0,1.0,2,6e-05,61678.288804,61678.288804,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,20,1, 720,16024.0,0.051056,313851.457223,314192.0,1.0,2,6e-05,62770.291445,62770.291445,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,21,1, 720,11576.0,0.050984,227051.624039,231520.0,1.0,2,6e-05,45410.324808,45410.324808,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
Z3,22,1, 720,10816.0,0.050944,212311.557789,216320.0,1.0,2,6e-05,42462.311558,42462.311558,8455086.1197749,25536523.6854796,1008057.604838,25831485.987961,196645861.645008,50,0,0
