Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z1, 0, 1, 720, 0.000000, 0.000039, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 0, 1, 720, 0.000000, 0.000130, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 1, 1, 720, 0.000000, 0.000121, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 2, 1, 720, 0.000000, 0.000106, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 3, 1, 720, 0.000000, 4.204697, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 4, 1, 720, 0.000000, 0.000132, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 5, 1, 720, 0.000000, 0.200508, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 6, 1, 720, 0.000000, 2.202649, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z2, 7, 1, 720, 0.000000, 0.000112, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 0, 1, 720, 0.000000, 0.000121, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 1, 1, 720, 0.000000, 4.204685, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 2, 1, 720, 0.000000, 2.202660, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 3, 1, 720, 0.000000, 0.000109, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 4, 1, 720, 0.000000, 4.204806, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 5, 1, 720, 0.000000, 2.202543, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 6, 1, 720, 0.000000, 0.000113, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 7, 1, 720, 0.000000, 0.200503, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 8, 1, 720, 0.000000, 0.000107, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 9, 1, 720, 0.000000, 0.200503, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 10, 1, 720, 0.000000, 0.000109, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 11, 1, 720, 0.000000, 0.200464, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 12, 1, 720, 0.000000, 0.000108, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 13, 1, 720, 0.000000, 0.000106, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 14, 1, 720, 0.000000, 0.000105, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
Z3, 15, 1, 720, 0.000000, 0.200500, 0.000000, 0.000000, 1.000000, 2, 0.000055, 0.000000, 0.000000
