Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,QoE,QoE1,Z1,Z2,Z3,delay,jitter,loss
Z1,0,1,720,9960.0,0.321827,30948.304524,31024.0,1.0,2,5.6e-05,30948.304524,30948.304524,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,0,1,720,8952.0,0.334896,26730.686541,26800.0,1.0,2,5.6e-05,13365.343271,13365.343271,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,1,1,720,5424.0,0.103626,52342.076313,52656.0,1.0,2,5.6e-05,17447.358771,17447.358771,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,2,1,720,7080.0,0.10351,68399.188484,68736.0,1.0,2,5.6e-05,17099.797121,17099.797121,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,3,1,720,18976.0,0.103476,183385.519347,184232.0,1.0,2,5.6e-05,36677.103869,36677.103869,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,4,1,720,8720.0,0.103715,84076.555947,84656.0,1.0,2,5.6e-05,16815.311189,16815.311189,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,5,1,720,8336.0,0.103614,80452.448511,80928.0,1.0,2,5.6e-05,16090.489702,16090.489702,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,6,1,720,6376.0,0.103507,61599.698571,61896.0,1.0,2,5.6e-05,12319.939714,12319.939714,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z2,7,1,720,6872.0,0.103512,66388.438055,66712.0,1.0,2,5.6e-05,13277.687611,13277.687611,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z3,0,1,720,7080.0,0.322151,21977.271528,21984.0,1.0,2,5.6e-05,4395.454306,4395.454306,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z3,1,1,720,7080.0,0.103299,68538.901635,68736.0,1.0,2,5.6e-05,13707.780327,13707.780327,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z3,2,1,720,5664.0,0.103589,54677.620211,54984.0,1.0,2,5.6e-05,10935.524042,10935.524042,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
Z3,3,1,720,7080.0,0.103511,68398.527693,68736.0,1.0,2,5.6e-05,13679.705539,13679.705539,654120.9259543001,1722627.2368482999,107377.0493068,1929856.6381318,12614919.747071799,0,0,0
