Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,qt_sw,QoE,delay,jitter,loss
Z1,0,1,720,9960.0,0.321827,30948.304524,31024.0,1.0,2,5.6e-05,30948.304524,30948.304524,0.0,30908.3330398,0,0,0
Z2,0,1,720,8952.0,0.334896,26730.686541,26800.0,1.0,2,5.6e-05,13365.343271,13365.343271,0.0,26690.7150568,0,0,0
Z2,1,1,720,5424.0,0.103626,52342.076313,52656.0,1.0,2,5.6e-05,17447.358771,17447.358771,0.0,52302.104828799995,0,0,0
Z2,2,1,720,7080.0,0.10351,68399.188484,68736.0,1.0,2,5.6e-05,17099.797121,17099.797121,0.0,68359.2169998,0,0,0
Z2,3,1,720,18976.0,0.103476,183385.519347,184232.0,1.0,2,5.6e-05,36677.103869,36677.103869,0.0,183345.54786279998,0,0,0
Z2,4,1,720,8720.0,0.103715,84076.555947,84656.0,1.0,2,5.6e-05,16815.311189,16815.311189,0.0,84036.5844628,0,0,0
Z2,5,1,720,8336.0,0.103614,80452.448511,80928.0,1.0,2,5.6e-05,16090.489702,16090.489702,0.0,80412.4770268,0,0,0
Z2,6,1,720,6376.0,0.103507,61599.698571,61896.0,1.0,2,5.6e-05,12319.939714,12319.939714,0.0,61559.7270868,0,0,0
Z2,7,1,720,6872.0,0.103512,66388.438055,66712.0,1.0,2,5.6e-05,13277.687611,13277.687611,0.0,66348.46657080001,0,0,0
Z3,0,1,720,7080.0,0.322151,21977.271528,21984.0,1.0,2,5.6e-05,4395.454306,4395.454306,0.0,21937.3000438,0,0,0
Z3,1,1,720,7080.0,0.103299,68538.901635,68736.0,1.0,2,5.6e-05,13707.780327,13707.780327,0.0,68498.9301508,0,0,0
Z3,2,1,720,5664.0,0.103589,54677.620211,54984.0,1.0,2,5.6e-05,10935.524042,10935.524042,0.0,54637.6487268,0,0,0
Z3,3,1,720,7080.0,0.103511,68398.527693,68736.0,1.0,2,5.6e-05,13679.705539,13679.705539,0.0,68358.5562088,0,0,0
Z3,4,1,720,7080.0,0.103517,68394.563212,68736.0,1.0,2,5.6e-05,13678.912642,13678.912642,0.0,68354.5917278,0,0,0
Z3,5,1,720,5664.0,0.10362,54661.262305,54984.0,1.0,2,5.6e-05,10932.252461,10932.252461,0.0,54621.29082079999,0,0,0
Z3,6,1,720,7080.0,0.103641,68312.733378,68736.0,1.0,2,5.6e-05,13662.546676,13662.546676,0.0,68272.76189380001,0,0,0
