Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,qt_sw,QoE,delay,jitter,loss
Z1,0,1,720,0.0,4.204749,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,0,1,720,0.0,0.200537,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,1,1,720,0.0,0.200397,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,2,1,720,0.0,3.203726,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,3,1,720,0.0,1.201586,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,4,1,720,0.0,0.200525,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,5,1,720,0.0,0.000107,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,6,1,720,0.0,0.000106,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z2,7,1,720,0.0,0.000105,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,0,1,720,0.0,0.200518,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,1,1,720,0.0,1.201602,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,2,1,720,0.0,4.204805,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,3,1,720,0.0,3.203738,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,4,1,720,0.0,3.203732,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,5,1,720,0.0,0.200504,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,6,1,720,0.0,0.200518,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,7,1,720,0.0,0.200501,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,8,1,720,0.0,1.201573,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
Z3,9,1,720,0.0,4.204795,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-268.1488729,100,200,0
