Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,qt_sw,QoE,delay,jitter,loss
Z1,0,1,720,9960.0,0.322412,30892.150416,30928.0,1.0,2,5.6e-05,30892.150416,30892.150416,0.0,30852.1844616,0,0,0
Z2,0,1,720,8952.0,0.334963,26725.339814,26800.0,1.0,2,5.6e-05,13362.669907,13362.669907,0.0,26685.3738596,0,0,0
Z2,1,1,720,5424.0,0.103352,52480.84217,52656.0,1.0,2,5.6e-05,17493.614057,17493.614057,0.0,52440.8762156,0,0,0
Z2,2,1,720,7080.0,0.103,68737.864078,68736.0,1.0,2,5.6e-05,17184.466019,17184.466019,0.0,68697.8981236,0,0,0
Z2,3,1,720,18976.0,0.103644,183088.263672,184232.0,1.0,2,5.6e-05,36617.652734,36617.652734,0.0,183048.2977176,0,0,0
Z2,4,1,720,8720.0,0.103626,84148.765754,84656.0,1.0,2,5.6e-05,16829.753151,16829.753151,0.0,84108.79979959999,0,0,0
Z2,5,1,720,8336.0,0.103642,80430.713417,80928.0,1.0,2,5.6e-05,16086.142683,16086.142683,0.0,80390.7474626,0,0,0
Z2,6,1,720,6376.0,0.10364,61520.648398,61896.0,1.0,2,5.6e-05,12304.12968,12304.12968,0.0,61480.682443599995,0,0,0
Z2,7,1,720,6872.0,0.103638,66307.724966,66712.0,1.0,2,5.6e-05,13261.544993,13261.544993,0.0,66267.75901159999,0,0,0
Z3,0,1,720,7080.0,0.321944,21991.402231,22056.0,1.0,2,5.6e-05,4398.280446,4398.280446,0.0,21951.4362766,0,0,0
Z3,1,1,720,7080.0,0.103612,68331.853453,68736.0,1.0,2,5.6e-05,13666.370691,13666.370691,0.0,68291.8874986,0,0,0
Z3,2,1,720,5664.0,0.10356,54692.931634,54984.0,1.0,2,5.6e-05,10938.586327,10938.586327,0.0,54652.9656796,0,0,0
Z3,3,1,720,7080.0,0.103638,68314.71082,68736.0,1.0,2,5.6e-05,13662.942164,13662.942164,0.0,68274.74486559999,0,0,0
Z3,4,1,720,7080.0,0.103529,68386.635629,68736.0,1.0,2,5.6e-05,13677.327126,13677.327126,0.0,68346.6696746,0,0,0
Z3,5,1,720,5664.0,0.103619,54661.789826,54984.0,1.0,2,5.6e-05,10932.357965,10932.357965,0.0,54621.8238716,0,0,0
Z3,6,1,720,7080.0,0.103514,68396.545395,68736.0,1.0,2,5.6e-05,13679.309079,13679.309079,0.0,68356.57944059999,0,0,0
Z3,7,1,720,7080.0,0.10351,68399.188484,68736.0,1.0,2,5.6e-05,13679.837697,13679.837697,0.0,68359.2225296,0,0,0
Z3,8,1,720,5664.0,0.103507,54720.936748,54984.0,1.0,2,5.6e-05,10944.18735,10944.18735,0.0,54680.9707936,0,0,0
Z3,9,1,720,7080.0,0.10351,68399.188484,68736.0,1.0,2,5.6e-05,13679.837697,13679.837697,0.0,68359.2225296,0,0,0
Z3,10,1,720,12904.0,0.103527,124643.812725,125280.0,1.0,2,5.6e-05,24928.762545,24928.762545,0.0,124603.8467706,0,0,0
Z3,11,1,720,17344.0,0.103524,167536.030292,168384.0,1.0,2,5.6e-05,33507.206058,33507.206058,0.0,167496.06433760002,0,0,0
Z3,12,1,720,16912.0,0.103622,163208.58505,164192.0,1.0,2,5.6e-05,32641.71701,32641.71701,0.0,163168.6190956,0,0,0
Z3,13,1,720,13240.0,0.103512,127907.875415,128536.0,1.0,2,5.6e-05,25581.575083,25581.575083,0.0,127867.9094606,0,0,0
Z3,14,1,720,28328.0,0.103513,273666.109571,275024.0,1.0,2,5.6e-05,54733.221914,54733.221914,0.0,273626.1436166,0,0,0
Z3,15,1,720,30528.0,0.103511,294925.177034,296384.0,1.0,2,5.6e-05,58985.035407,58985.035407,0.0,294885.21107960003,0,0,0
Z3,16,1,720,16360.0,0.103636,157860.203018,158832.0,1.0,2,5.6e-05,31572.040604,31572.040604,0.0,157820.2370636,0,0,0
Z3,17,1,720,33216.0,0.103257,321682.791481,322480.0,1.0,2,5.6e-05,64336.558296,64336.558296,0.0,321642.82552660006,0,0,0
Z3,18,1,720,28000.0,0.103373,270863.7652,271840.0,1.0,2,5.6e-05,54172.75304,54172.75304,0.0,270823.79924560006,0,0,0
Z3,19,1,720,15744.0,0.102981,152882.570571,154352.0,1.0,2,5.6e-05,30576.514114,30576.514114,0.0,152842.6046166,0,0,0
Z3,20,1,720,16024.0,0.103516,154797.326017,155568.0,1.0,2,5.6e-05,30959.465203,30959.465203,0.0,154757.36006260003,0,0,0
Z3,21,1,720,11576.0,0.103504,111841.088267,112384.0,1.0,2,5.6e-05,22368.217653,22368.217653,0.0,111801.1223126,0,0,0
Z3,22,1,720,10816.0,0.103511,104491.310102,105008.0,1.0,2,5.6e-05,20898.26202,20898.26202,0.0,104451.3441476,0,0,0
Z3,23,1,720,13224.0,0.103511,127754.538165,128384.0,1.0,2,5.6e-05,25550.907633,25550.907633,0.0,127714.5722106,0,0,0
Z3,24,1,720,17528.0,0.103514,169329.752497,170168.0,1.0,2,5.6e-05,33865.950499,33865.950499,0.0,169289.78654260002,0,0,0
Z3,25,1,720,23824.0,0.103508,230165.784287,231296.0,1.0,2,5.6e-05,46033.156857,46033.156857,0.0,230125.8183326,0,0,0
Z3,26,1,720,11024.0,0.103246,106774.112314,107024.0,1.0,2,5.6e-05,21354.822463,21354.822463,0.0,106734.1463596,0,0,0
Z3,27,1,720,15112.0,0.10351,145995.555985,146712.0,1.0,2,5.6e-05,29199.111197,29199.111197,0.0,145955.59003060003,0,0,0
Z3,28,1,720,24552.0,0.103651,236871.810209,238368.0,1.0,2,5.6e-05,47374.362042,47374.362042,0.0,236831.8442546,0,0,0
Z3,29,1,720,10824.0,0.103522,104557.485365,105080.0,1.0,2,5.6e-05,20911.497073,20911.497073,0.0,104517.5194106,0,0,0
Z3,30,1,720,6872.0,0.103607,66327.56474,66712.0,1.0,2,5.6e-05,13265.512948,13265.512948,0.0,66287.5987856,0,0,0
Z3,31,1,720,6872.0,0.103512,66388.438055,66712.0,1.0,2,5.6e-05,13277.687611,13277.687611,0.0,66348.4721006,0,0,0
Z3,32,1,720,6376.0,0.103506,61600.293703,61896.0,1.0,2,5.6e-05,12320.058741,12320.058741,0.0,61560.3277486,0,0,0
Z3,33,1,720,6872.0,0.103383,66471.276709,66712.0,1.0,2,5.6e-05,13294.255342,13294.255342,0.0,66431.3107546,0,0,0
Z3,34,1,720,6872.0,0.103504,66393.569331,66712.0,1.0,2,5.6e-05,13278.713866,13278.713866,0.0,66353.6033766,0,0,0
Z3,35,1,720,6376.0,0.103516,61594.342904,61896.0,1.0,2,5.6e-05,12318.868581,12318.868581,0.0,61554.376949599995,0,0,0
Z3,36,1,720,6872.0,0.103509,66390.362191,66712.0,1.0,2,5.6e-05,13278.072438,13278.072438,0.0,66350.39623659999,0,0,0
Z3,37,1,720,6872.0,0.103376,66475.777743,66712.0,1.0,2,5.6e-05,13295.155549,13295.155549,0.0,66435.8117886,0,0,0
Z3,38,1,720,6376.0,0.103376,61677.758861,61896.0,1.0,2,5.6e-05,12335.551772,12335.551772,0.0,61637.7929066,0,0,0
Z1,0,2,720,9320.0,0.321644,28976.135106,29032.0,1.0,2,5.645365,18130.778793,18130.778793,0.0,28936.169151600003,0,0,0
Z2,0,2,720,6624.0,0.334568,19798.665742,19832.0,1.0,2,5.645365,16295.284921,16295.284921,0.0,19758.699787600002,0,0,0
Z2,1,2,720,5424.0,0.103497,52407.316154,52656.0,1.0,2,5.645365,22817.015003,22817.015003,0.0,52367.3501996,0,0,0
Z2,2,2,720,7080.0,0.103511,68398.527693,68736.0,1.0,2,5.645365,26015.257311,26015.257311,0.0,68358.5617386,0,0,0
Z2,3,2,720,18392.0,0.103655,177434.759539,178560.0,1.0,2,5.645365,47822.50368,47822.50368,0.0,177394.7935846,0,0,0
Z2,4,2,720,9160.0,0.103038,88899.241057,88928.0,1.0,2,5.645365,30115.399984,30115.399984,0.0,88859.2751026,0,0,0
Z2,5,2,720,8048.0,0.103445,77799.796994,78128.0,1.0,2,5.645365,27895.511171,27895.511171,0.0,77759.8310396,0,0,0
Z2,6,2,720,6376.0,0.103513,61596.128023,61896.0,1.0,2,5.645365,24654.777377,24654.777377,0.0,61556.162068599995,0,0,0
Z2,7,2,720,6872.0,0.103639,66307.085171,66712.0,1.0,2,5.645365,25596.968806,25596.968806,0.0,66267.1192166,0,0,0
Z3,0,2,720,7080.0,0.322326,21965.339439,21984.0,1.0,2,5.645365,16728.61966,16728.61966,0.0,21925.3734846,0,0,0
Z3,1,2,720,7080.0,0.103503,68403.814382,68736.0,1.0,2,5.645365,26016.314649,26016.314649,0.0,68363.8484276,0,0,0
Z3,2,2,720,5664.0,0.103507,54720.936748,54984.0,1.0,2,5.645365,23279.739122,23279.739122,0.0,54680.9707936,0,0,0
Z3,3,2,720,7080.0,0.103646,68309.437894,68736.0,1.0,2,5.645365,25997.439351,25997.439351,0.0,68269.4719396,0,0,0
Z3,4,2,720,7080.0,0.10364,68313.392513,68736.0,1.0,2,5.645365,25998.230275,25998.230275,0.0,68273.4265586,0,0,0
Z3,5,2,720,5664.0,0.103517,54715.650569,54984.0,1.0,2,5.645365,23278.681886,23278.681886,0.0,54675.684614599995,0,0,0
Z3,6,2,720,7080.0,0.10364,68313.392513,68736.0,1.0,2,5.645365,25998.230275,25998.230275,0.0,68273.4265586,0,0,0
Z3,7,2,720,7080.0,0.103512,68397.866914,68736.0,1.0,2,5.645365,26015.125155,26015.125155,0.0,68357.9009596,0,0,0
Z3,8,2,720,5664.0,0.103503,54723.051506,54984.0,1.0,2,5.645365,23280.162073,23280.162073,0.0,54683.0855516,0,0,0
Z3,9,2,720,7080.0,0.103645,68310.096966,68736.0,1.0,2,5.645365,25997.571165,25997.571165,0.0,68270.1310116,0,0,0
Z3,10,2,720,12648.0,0.10365,122026.049204,122792.0,1.0,2,5.645365,36740.761613,36740.761613,0.0,121986.0832496,0,0,0
Z3,11,2,720,17112.0,0.103644,165103.623943,166128.0,1.0,2,5.645365,45356.276561,45356.276561,0.0,165063.65798860003,0,0,0
Z3,12,2,720,15320.0,0.10351,148005.023669,148736.0,1.0,2,5.645365,41936.556506,41936.556506,0.0,147965.0577146,0,0,0
Z3,13,2,720,10704.0,0.10364,103280.586646,103920.0,1.0,2,5.645365,32991.669101,32991.669101,0.0,103240.6206916,0,0,0
Z3,14,2,720,18776.0,0.103645,181156.833422,182288.0,1.0,2,5.645365,48566.918457,48566.918457,0.0,181116.8674676,0,0,0
Z3,15,2,720,21848.0,0.10364,210806.638364,212112.0,1.0,2,5.645365,54496.879445,54496.879445,0.0,210766.67240960003,0,0,0
Z3,16,2,720,12752.0,0.103666,123010.437366,123800.0,1.0,2,5.645365,36937.639245,36937.639245,0.0,122970.4714116,0,0,0
Z3,17,2,720,21856.0,0.103615,210934.710225,212192.0,1.0,2,5.645365,54522.493817,54522.493817,0.0,210894.7442706,0,0,0
Z3,18,2,720,16880.0,0.103642,162868.335231,163880.0,1.0,2,5.645365,44909.218818,44909.218818,0.0,162828.36927660002,0,0,0
Z3,19,2,720,12128.0,0.103637,117023.842836,117744.0,1.0,2,5.645365,35740.320339,35740.320339,0.0,116983.8768816,0,0,0
Z3,20,2,720,15344.0,0.103645,148043.803367,148968.0,1.0,2,5.645365,41944.312446,41944.312446,0.0,148003.8374126,0,0,0
Z3,21,2,720,11592.0,0.10364,111848.707063,112536.0,1.0,2,5.645365,34705.293185,34705.293185,0.0,111808.74110859999,0,0,0
Z3,22,2,720,9952.0,0.103679,95988.580137,96616.0,1.0,2,5.645365,31533.2678,31533.2678,0.0,95948.6141826,0,0,0
Z3,23,2,720,11064.0,0.103601,106794.335962,107416.0,1.0,2,5.645365,33694.418965,33694.418965,0.0,106754.3700076,0,0,0
Z3,24,2,720,14728.0,0.103635,142114.150625,142984.0,1.0,2,5.645365,40758.381897,40758.381897,0.0,142074.18467060002,0,0,0
Z3,25,2,720,16264.0,0.103779,156717.64037,157896.0,1.0,2,5.645365,43679.079846,43679.079846,0.0,156677.67441560002,0,0,0
Z3,26,2,720,9504.0,0.103634,91707.354729,92264.0,1.0,2,5.645365,30677.022718,30677.022718,0.0,91667.3887746,0,0,0
Z3,27,2,720,12688.0,0.103513,122573.976216,123184.0,1.0,2,5.645365,36850.347015,36850.347015,0.0,122534.0102616,0,0,0
Z3,28,2,720,17320.0,0.103646,167107.268973,168152.0,1.0,2,5.645365,45757.005567,45757.005567,0.0,167067.3030186,0,0,0
Z3,29,2,720,10632.0,0.103637,102588.843753,103216.0,1.0,2,5.645365,32853.320523,32853.320523,0.0,102548.87779859999,0,0,0
Z3,30,2,720,6872.0,0.10363,66312.843771,66712.0,1.0,2,5.645365,25598.120526,25598.120526,0.0,66272.8778166,0,0,0
Z3,31,2,720,6872.0,0.103642,66305.165859,66712.0,1.0,2,5.645365,25596.584944,25596.584944,0.0,66265.1999046,0,0,0
Z3,32,2,720,6376.0,0.10364,61520.648398,61896.0,1.0,2,5.645365,24639.681452,24639.681452,0.0,61480.682443599995,0,0,0
Z3,33,2,720,6872.0,0.103643,66304.526114,66712.0,1.0,2,5.645365,25596.456995,25596.456995,0.0,66264.56015959999,0,0,0
Z3,34,2,720,6872.0,0.103638,66307.724966,66712.0,1.0,2,5.645365,25597.096765,25597.096765,0.0,66267.75901159999,0,0,0
Z3,35,2,720,6376.0,0.103644,61518.274092,61896.0,1.0,2,5.645365,24639.206591,24639.206591,0.0,61478.3081376,0,0,0
Z3,36,2,720,6872.0,0.103513,66387.796702,66712.0,1.0,2,5.645365,25613.111113,25613.111113,0.0,66347.8307476,0,0,0
Z3,37,2,720,6872.0,0.103636,66309.004593,66712.0,1.0,2,5.645365,25597.352691,25597.352691,0.0,66269.0386386,0,0,0
Z3,38,2,720,6376.0,0.103646,61517.087008,61896.0,1.0,2,5.645365,24638.969174,24638.969174,0.0,61477.1210536,0,0,0
