Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,QoE,QoE1,Z1,Z2,Z3,delay,jitter,loss
Z1,0,1,720,9960.0,0.839419,11865.349724,11864.0,1.0,2,6.1e-05,11865.349724,11865.349724,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,0,1,720,0.0,0.226823,0.0,0.0,1.0,2,6.1e-05,0.0,0.0,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,1,1,720,0.0,0.226906,0.0,0.0,1.0,2,6.1e-05,0.0,0.0,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,2,1,720,0.0,0.226817,0.0,0.0,1.0,2,6.1e-05,0.0,0.0,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,3,1,720,0.0,0.236954,0.0,0.0,1.0,2,6.1e-05,0.0,0.0,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,4,1,720,8720.0,1.240609,7028.806014,7032.0,1.0,2,6.1e-05,1405.761203,1405.761203,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,5,1,720,8336.0,0.206949,40280.455571,40464.0,1.0,2,6.1e-05,8056.091114,8056.091114,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,6,1,720,6376.0,0.20707,30791.519776,30800.0,1.0,2,6.1e-05,6158.303955,6158.303955,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z2,7,1,720,6872.0,0.207094,33182.999025,33192.0,1.0,2,6.1e-05,6636.599805,6636.599805,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,0,1,720,7080.0,0.781947,9054.322096,9064.0,1.0,2,6.1e-05,1810.864419,1810.864419,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,1,1,720,7080.0,0.216228,32743.215495,32776.0,1.0,2,6.1e-05,6548.643099,6548.643099,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,2,1,720,5664.0,0.20709,27350.42735,27360.0,1.0,2,6.1e-05,5470.08547,5470.08547,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,3,1,720,7080.0,0.207231,34164.772645,34200.0,1.0,2,6.1e-05,6832.954529,6832.954529,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,4,1,720,7080.0,0.207102,34186.053249,34200.0,1.0,2,6.1e-05,6837.21065,6837.21065,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,5,1,720,5664.0,0.207099,27349.23877,27360.0,1.0,2,6.1e-05,5469.847754,5469.847754,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,6,1,720,7080.0,0.207137,34180.276822,34200.0,1.0,2,6.1e-05,6836.055364,6836.055364,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,7,1,720,7080.0,0.238278,29713.192154,29744.0,1.0,2,6.1e-05,5942.638431,5942.638431,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,8,1,720,5664.0,0.206954,27368.400707,27488.0,1.0,2,6.1e-05,5473.680141,5473.680141,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,9,1,720,7080.0,0.207058,34193.317814,34200.0,1.0,2,6.1e-05,6838.663563,6838.663563,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,10,1,720,12904.0,0.207101,62307.762879,62336.0,1.0,2,6.1e-05,12461.552576,12461.552576,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,11,1,720,17344.0,0.206927,83816.998265,84192.0,1.0,2,6.1e-05,16763.399653,16763.399653,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,12,1,720,16912.0,0.207085,81666.948355,81696.0,1.0,2,6.1e-05,16333.389671,16333.389671,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,13,1,720,13240.0,0.207004,63960.116713,63960.0,1.0,2,6.1e-05,12792.023343,12792.023343,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,14,1,720,28328.0,0.20714,136757.748383,136848.0,1.0,2,6.1e-05,27351.549677,27351.549677,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,15,1,720,30528.0,0.55544,54961.832061,55000.0,1.0,2,6.1e-05,10992.366412,10992.366412,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,16,1,720,16360.0,0.207021,79025.799315,79032.0,1.0,2,6.1e-05,15805.159863,15805.159863,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,17,1,720,33216.0,0.2072,160308.880309,160456.0,1.0,2,6.1e-05,32061.776062,32061.776062,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,18,1,720,28000.0,0.207137,135176.236018,135264.0,1.0,2,6.1e-05,27035.247204,27035.247204,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,19,1,720,15744.0,0.207026,76048.419039,76056.0,1.0,2,6.1e-05,15209.683808,15209.683808,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
Z3,20,1,720,16024.0,0.207057,77389.317917,77408.0,1.0,2,6.1e-05,15477.863583,15477.863583,367724.5195597999,1044729.7494875,35063.3852276,1143933.8330015999,7913986.132278601,0,0,0
