til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
2,0,0,16,0,0,78,0,0,6938.328108,14078.55458,18859.579712,0,0,0,31.638174,5.5e-05,77154.67695020001,201733.71137950002
