til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
1,0,16,8,0,128,39,0,624,3911813.26743,17063490.618765,20056941.030488,1,1,1,0.529943,5.5e-05,742740991.8490382,1840452709.7551665
