Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z1, 0, 1, 720, 9960.000000, 0.307662, 32373.188759, 32440.000000, 1.000000, 2, 0.000060, 32373.188759, 32373.188759
Z2, 0, 1, 720, 8952.000000, 0.299865, 29853.434045, 29936.000000, 1.000000, 2, 0.000060, 14926.717023, 14926.717023
Z2, 1, 1, 720, 5424.000000, 0.112467, 48227.480061, 48424.000000, 1.000000, 2, 0.000060, 16075.826687, 16075.826687
Z2, 2, 1, 720, 7080.000000, 0.114171, 62012.244791, 62104.000000, 1.000000, 2, 0.000060, 15503.061198, 15503.061198
Z2, 3, 1, 720, 18976.000000, 0.098403, 192839.649198, 193632.000000, 1.000000, 2, 0.000060, 38567.929840, 38567.929840
Z2, 4, 1, 720, 8720.000000, 0.081287, 107274.225891, 107648.000000, 1.000000, 2, 0.000060, 21454.845178, 21454.845178
Z2, 5, 1, 720, 8336.000000, 0.090793, 91813.245515, 92616.000000, 1.000000, 2, 0.000060, 18362.649103, 18362.649103
Z2, 6, 1, 720, 6376.000000, 0.113135, 56357.449065, 56424.000000, 1.000000, 2, 0.000060, 11271.489813, 11271.489813
Z2, 7, 1, 720, 6872.000000, 0.105591, 65081.304278, 65440.000000, 1.000000, 2, 0.000060, 13016.260856, 13016.260856
Z3, 0, 1, 720, 7080.000000, 0.350213, 20216.268385, 20224.000000, 1.000000, 2, 0.000060, 4043.253677, 4043.253677
Z3, 1, 1, 720, 7080.000000, 0.107697, 65739.992757, 66168.000000, 1.000000, 2, 0.000060, 13147.998551, 13147.998551
Z3, 2, 1, 720, 5664.000000, 0.123941, 45699.163312, 46048.000000, 1.000000, 2, 0.000060, 9139.832662, 9139.832662
Z3, 3, 1, 720, 7080.000000, 0.119700, 59147.869674, 59488.000000, 1.000000, 2, 0.000060, 11829.573935, 11829.573935
Z3, 4, 1, 720, 7080.000000, 0.076308, 92781.883944, 93152.000000, 1.000000, 2, 0.000060, 18556.376789, 18556.376789
Z3, 5, 1, 720, 5664.000000, 0.106378, 53244.091823, 53432.000000, 1.000000, 2, 0.000060, 10648.818365, 10648.818365
Z3, 6, 1, 720, 7080.000000, 0.113241, 62521.524889, 62648.000000, 1.000000, 2, 0.000060, 12504.304978, 12504.304978
Z3, 7, 1, 720, 7080.000000, 0.110801, 63898.340268, 64360.000000, 1.000000, 2, 0.000060, 12779.668054, 12779.668054
Z3, 8, 1, 720, 5664.000000, 0.108128, 52382.361645, 52440.000000, 1.000000, 2, 0.000060, 10476.472329, 10476.472329
Z3, 9, 1, 720, 7080.000000, 0.093369, 75828.165665, 76128.000000, 1.000000, 2, 0.000060, 15165.633133, 15165.633133
Z3, 10, 1, 720, 12904.000000, 0.112580, 114620.714159, 115208.000000, 1.000000, 2, 0.000060, 22924.142832, 22924.142832
Z3, 11, 1, 720, 17344.000000, 0.113327, 153043.846568, 153480.000000, 1.000000, 2, 0.000060, 30608.769314, 30608.769314
Z3, 12, 1, 720, 16912.000000, 0.098191, 172235.744620, 172568.000000, 1.000000, 2, 0.000060, 34447.148924, 34447.148924
Z3, 13, 1, 720, 13240.000000, 0.088764, 149159.569195, 150448.000000, 1.000000, 2, 0.000060, 29831.913839, 29831.913839
Z3, 14, 1, 720, 28328.000000, 0.103638, 273336.035045, 275024.000000, 1.000000, 2, 0.000060, 54667.207009, 54667.207009
Z3, 15, 1, 720, 30528.000000, 0.103616, 294626.312539, 296384.000000, 1.000000, 2, 0.000060, 58925.262508, 58925.262508
Z3, 16, 1, 720, 16360.000000, 0.084979, 192518.151543, 194760.000000, 1.000000, 2, 0.000060, 38503.630309, 38503.630309
Z3, 17, 1, 720, 33216.000000, 0.078033, 425666.064357, 425840.000000, 1.000000, 2, 0.000060, 85133.212871, 85133.212871
Z3, 18, 1, 720, 28000.000000, 0.124950, 224089.635854, 225800.000000, 1.000000, 2, 0.000060, 44817.927171, 44817.927171
Z3, 19, 1, 720, 15744.000000, 0.092778, 169695.401927, 171128.000000, 1.000000, 2, 0.000060, 33939.080385, 33939.080385
Z3, 20, 1, 720, 16024.000000, 0.090115, 177817.233535, 178040.000000, 1.000000, 2, 0.000060, 35563.446707, 35563.446707
Z3, 21, 1, 720, 11576.000000, 0.087369, 132495.507560, 133056.000000, 1.000000, 2, 0.000060, 26499.101512, 26499.101512
Z3, 22, 1, 720, 10816.000000, 0.093081, 116199.868931, 116296.000000, 1.000000, 2, 0.000060, 23239.973786, 23239.973786
Z3, 23, 1, 720, 13224.000000, 0.101539, 130235.672993, 130928.000000, 1.000000, 2, 0.000060, 26047.134599, 26047.134599
Z3, 24, 1, 720, 17528.000000, 0.085589, 204792.671956, 206208.000000, 1.000000, 2, 0.000060, 40958.534391, 40958.534391
Z3, 25, 1, 720, 23824.000000, 0.109666, 217241.442197, 218568.000000, 1.000000, 2, 0.000060, 43448.288439, 43448.288439
Z3, 26, 1, 720, 11024.000000, 0.098439, 111988.134784, 112488.000000, 1.000000, 2, 0.000060, 22397.626957, 22397.626957
