til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3, z1_bit, z2_bit, z3_bit, til_4k_z3, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time
1, 0, 1, 16, 0, 0, 78, 0, 0, 60844.574273, 47415.546942, 123000.530332, 1, 0, 0, 11.301189, 0.000055
