til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
1,0,12,8,0,96,39,0,468,2533405.377368,12027139.171288,13632555.306945,1,1,1,2.729649,5.5e-05,398300718.34050596,964389025.0212088
