Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,QoE,QoE1,Z1,Z2,Z3,delay,jitter,loss
Z1,0,1,720,0.0,0.764075,0.0,0.0,1.0,2,6e-05,0.0,0.0,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,0,1,720,8952.0,0.749301,11947.13473,11944.0,1.0,2,6e-05,5973.567365,5973.567365,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,1,1,720,5424.0,0.235992,22983.82996,23080.0,1.0,2,6e-05,7661.276653,7661.276653,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,2,1,720,7080.0,0.236138,29982.467879,30000.0,1.0,2,6e-05,7495.61697,7495.61697,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,3,1,720,18976.0,0.236266,80316.253714,80400.0,1.0,2,6e-05,16063.250743,16063.250743,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,4,1,720,8720.0,0.235931,36959.958632,37104.0,1.0,2,6e-05,7391.991726,7391.991726,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,5,1,720,8336.0,0.317682,26240.076555,26296.0,1.0,2,6e-05,5248.015311,5248.015311,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,6,1,720,6376.0,0.236021,27014.545316,27016.0,1.0,2,6e-05,5402.909063,5402.909063,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z2,7,1,720,6872.0,0.236037,29114.079572,29112.0,1.0,2,6e-05,5822.815914,5822.815914,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
Z3,0,1,720,7080.0,0.364276,19435.812406,19448.0,1.0,2,6e-05,3887.162481,3887.162481,401981.44229469995,1361444.5085642003,60166.7579578,1199549.0390808,10794179.7017758,0,0,0
