til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3, z1_bit, z2_bit, z3_bit, til_4k_z3, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time
1, 0, 5, 8, 0, 40, 39, 0, 195, 1056452.788209, 5775224.122652, 6169712.319704, 1, 1, 1, 5.707345, 0.000055
